,202,22|,202,26|,204,32|,204,28,5|,204,30,22|,204,30,26|,202,24,16|,202,31,32|,202,67,68|,202,239,240|
,130,23,233|,130,27,233|,132,25,233|,134,125,235|,134,10,23,233|,134,10,27,233|,134,12,23,233|,134,12,27,233|,134,35,38,233|,134,95,157,237|
,197|,40,38,201|,42,3,199|,42,23,201|,42,27,201|,57,52,201|,57,54,25,201|,44,5,3,199|,44,5,23,201|,44,5,27,201|
,262,50|,266,14|,266,9,7|,266,10,4|,266,12,4|,266,35,36|,266,95,98|,266,149,152|,262,46,7|,264,222,14|
,82,15,125|,82,29,127|,82,109,129|,82,161,164|,84,163,164|,121,118,125|,175,172,125|,193,190,125|,193,194,129|,175,176,31,127|
,2,4,211|,2,23,213|,2,27,213|,2,143,209|,199,200,213|,199,196,44,211|,2,11,14,211|,2,13,14,211|,2,17,18,211|,2,17,25,213|
,264,220,215|,264,220,217|,262,46,103,215|,262,46,103,217|,262,48,101,215|,262,48,101,217|,262,48,105,215|,262,48,105,217|,262,48,181,219|,262,50,179,219|
,220,102,139|,222,9,139|,222,10,137|,222,12,137|,265,262,141|,265,262,46,139|,265,266,9,139|,265,266,10,137|,265,266,12,137|,222,9,47,141|
,236|,232,67,155|,232,203,206|,232,247,244|,234,124,95,157|,234,124,95,159|,234,126,97,157|,234,126,97,159|,234,126,205,206|,234,128,249,244|
,254,135|,254,10,131|,254,12,131|,250,22,131|,250,24,133|,250,26,131|,252,240,131|,252,240,11,135|,252,240,13,135|,252,240,17,133|
,130|,132,16|,134,10|,134,12|,134,14,5|,134,81,76|,132,18,5|,132,25,22|,132,25,26|,132,25,31,32|
,210,161|,212,53,163|,212,22,4,161|,212,24,18,161|,212,24,55,163|,212,26,4,161|,212,31,28,161|,212,31,127,165|,212,39,36,161|,212,49,50,161|
,224,198,1|,220,102,113,116|,222,9,113,116|,222,10,3,1|,222,12,3,1|,222,14,83,86|,222,119,120,86|,222,119,122,116|,222,173,174,86|,222,191,192,86|
,190,267|,190,223,265|,190,277,278|,190,9,47,263|,190,14,51,263|,192,82,15,267|,192,82,51,263|,192,121,118,267|,192,175,172,267|,194,106,58,267|
,38,53,273|,38,247,269|,38,259,271|,41,57,273|,38,24,55,273|,38,111,249,269|,34,81,78,273|,34,149,261,271|,34,191,257,271|,36,19,55,273|
,30|,32,23|,32,27|,171,168|,183,180|,205,202|,32,17,25|,32,69,66|,32,241,238|,32,241,242|
,225,265|,225,222,267|,200,49,263|,200,22,11,267|,200,22,13,267|,200,26,11,267|,200,26,13,267|,200,31,275,278|,200,39,34,267|,200,101,221,265|
,52,101,221|,52,105,221|,52,201,225|,56,197,225|,79,80,223|,79,80,267,264|,79,76,11,223|,79,76,13,223|,79,151,148,223|,56,40,34,223|
,176,201|,172,223,224|,172,10,3,199|,172,10,23,201|,172,10,27,201|,172,10,43,197|,172,12,3,199|,172,12,23,201|,172,12,27,201|,172,12,43,197|
,1,87,84,273|,2,17,55,273|,2,23,53,273|,2,23,247,269|,2,23,259,271|,2,27,53,273|,2,27,247,269|,2,27,259,271|,2,43,57,273|,2,77,78,273|
,16,11,223|,16,13,223|,18,15,223|,20,8,223|,20,103,221|,25,101,221|,25,105,221|,25,201,225|,133,134,223|,133,134,267,264|
,100,259|,104,259|,104,53,273,270|,104,111,195,257|,104,247,269,270|,100,53,273,270|,100,111,195,257|,100,247,269,270|,102,7,153,261|,102,8,149,261|
,180,251|,180,239,253|,180,243,253|,178,15,255|,182,30,251|,182,30,239,253|,182,30,243,253|,182,28,15,255|,182,32,11,255|,182,32,13,255|
,166,14,161|,166,125,165|,168,53,163|,170,28,161|,170,127,165|,170,30,53,163|,170,32,4,161|,170,97,98,161|,170,183,178,161|,168,22,4,161|
,274,30,233|,274,127,235|,276,125,235|,276,10,23,233|,276,10,27,233|,276,12,23,233|,276,12,27,233|,276,35,38,233|,276,95,157,237|,276,95,159,237|
,118,35|,118,14,37|,120,82,37|,120,82,15,35|,120,82,45,40|,120,84,52,39|,120,84,56,40|,120,175,172,35|,120,175,176,39|,120,193,190,35|
,246,259,260|,248,108,153|,269,270,260|,269,272,79,151|,248,108,15,149|,248,106,58,149|,248,106,60,149|,248,106,62,149|,248,110,259,260|,248,129,124,149|
,84,79|,82,5,77|,82,15,81|,82,153,150|,121,118,81|,175,172,81|,193,190,81|,193,190,10,77|,193,190,12,77|,193,190,149,150|
,100,251|,104,251|,104,239,253|,104,243,253|,100,239,253|,100,243,253|,102,8,255|,221,222,255|,221,224,200,251|,221,265,266,255|
,86|,121,122,116|,193,194,115,116|,82,5,3,1|,82,6,113,116|,82,109,115,116|,193,190,9,113,116|,193,190,10,3,1|,193,190,12,3,1|,193,190,119,122,116|
,152,211|,148,14,211|,261,258,213|,148,9,7,211|,148,10,4,211|,148,10,23,213|,148,10,27,213|,148,10,143,209|,148,12,4,211|,148,12,23,213|
,130,3,199|,130,23,201|,130,27,201|,130,43,197|,132,25,201|,134,223,224|,134,10,3,199|,134,10,23,201|,134,10,27,201|,134,10,43,197|
,258,22,3|,258,26,3|,258,201,198|,258,24,16,3|,258,31,32,3|,258,31,89,92|,258,67,68,3|,258,239,240,3|,258,243,240,3|,256,190,10,3|
,139|,47,141|,7,5,137|,7,51,141|,8,10,137|,8,12,137|,21,16,137|,73,70,137|,75,70,137|,103,100,22,137|
,178,109|,180,111|,180,247,248|,182,28,109|,182,30,111|,182,127,128|,182,30,247,248|,182,32,4,109|,182,32,23,111|,182,32,27,111|
,238,53,273|,238,247,269|,238,259,271|,242,53,273|,242,247,269|,242,259,271|,242,24,55,273|,242,111,249,269|,238,24,55,273|,238,111,249,269|
,232,111|,234,128|,232,247,248|,236,245,248|,236,245,246,111|,236,154,64,109|,236,154,66,111|,236,156,98,109|,236,158,98,109|,236,207,202,111|
,2,11,59|,2,11,61|,2,11,63|,2,13,59|,2,13,61|,2,13,63|,2,143,146|,2,187,188|,2,187,184,106|,2,4,15,59|
,232,22,3,1|,232,26,3,1|,232,53,85,86|,232,111,115,116|,232,177,174,86|,232,201,198,1|,234,128,115,116|,234,128,108,83,86|,234,128,195,192,86|,234,124,9,113,116|
,18,109|,25,111|,25,247,248|,16,4,109|,16,23,111|,16,27,111|,16,187,184|,20,7,109|,20,113,114|,55,52,111|
,102,139|,102,47,141|,100,22,137|,100,26,137|,100,49,141|,104,22,137|,104,26,137|,104,49,141|,104,49,46,139|,104,24,16,137|
,136,11,255|,136,13,255|,136,23,251|,136,27,251|,136,241,253|,138,8,255|,140,48,251|,140,48,239,253|,140,48,243,253|,140,46,8,255|
,112,21,55|,114,110,53|,116,87,84|,123,120,84|,123,118,81,78|,114,110,24,55|,114,108,19,55|,114,108,45,57|,114,108,83,84|,114,108,161,162|
,248,185|,248,106,189|,246,22,187|,246,26,187|,246,111,185|,246,111,106,189|,246,24,16,187|,246,31,32,187|,246,31,229,230|,246,67,68,187|
,0,2,11,267|,0,2,13,267|,0,199,225,265|,87,82,15,267|,87,82,51,263|,87,121,118,267|,87,175,172,267|,87,193,190,267|,117,112,8,267|,117,112,47,263|
,118,95|,118,14,99|,120,82,99|,120,82,15,95|,120,82,29,97|,120,175,172,95|,120,193,190,95|,118,14,29,97|,118,9,7,99|,118,10,4,99|
,30,101|,30,105|,28,6,103|,32,23,101|,32,23,105|,32,27,101|,32,27,105|,171,168,101|,171,168,105|,183,180,101|
,38,247|,38,111,249|,36,109,249|,36,109,110,247|,36,5,23,247|,36,5,27,247|,36,19,25,247|,36,29,30,247|,36,51,48,247|,36,65,66,247|
,214,100,22|,214,100,26|,214,104,22|,214,104,26|,216,100,22|,216,100,26|,216,104,22|,216,104,26|,218,178,5|,218,180,22|
,248,108|,244,154,64|,244,156,98|,244,158,98|,246,22,4|,246,24,18|,246,26,4|,246,31,28|,246,39,36|,246,49,50|
,88,28,45|,88,32,43|,90,76,43|,90,78,56|,92,2,43|,92,199,196|,92,2,4,45|,90,76,4,45|,90,80,10,43|,90,80,12,43|
,37|,15,35|,45,40|,5,11,35|,5,13,35|,5,23,39|,5,27,39|,5,43,40|,6,8,35|,19,25,39|
,258,101,215|,258,101,217|,258,105,215|,258,105,217|,258,181,219|,258,31,183,219|,260,152,179,219|,260,152,6,103,215|,260,152,6,103,217|,260,152,29,183,219|
,214,100,111,195|,214,100,259,256|,214,102,8,191|,214,104,111,195|,214,104,259,256|,214,221,222,191|,216,100,111,195|,216,100,259,256|,216,102,8,191|,216,104,111,195|
,238,259,260|,240,4,153|,240,11,149|,240,13,149|,240,77,151|,242,259,260|,253,254,149|,253,254,14,153|,253,254,81,151|,253,250,259,260|
,146,107|,146,189,184|,142,4,109|,142,23,111|,142,27,111|,142,187,184|,144,64,109|,144,66,111|,209,210,109|,209,212,111|
,178,83,86|,178,5,3,1|,178,6,113,116|,178,109,115,116|,180,22,3,1|,180,26,3,1|,180,53,85,86|,180,111,115,116|,180,177,174,86|,180,201,198,1|
,80,95|,80,14,99|,76,4,99|,76,11,95|,76,13,95|,76,33,97|,91,88,97|,151,148,95|,151,152,99|,151,152,15,95|
,86,117|,121,122|,82,6,113|,82,109,115|,193,194,115|,193,190,9,113|,193,190,119,122|,82,15,9,113|,82,15,119,122|,82,19,20,113|
,148,35|,152,37|,152,15,35|,152,45,40|,148,14,37|,150,80,35|,261,258,39|,261,256,190,35|,150,80,14,37|,150,76,4,37|
,246,53|,269,272|,246,24,55|,248,110,53|,248,110,24,55|,248,108,19,55|,248,108,45,57|,248,108,83,84|,248,108,161,162|,248,129,165,162|
,142,4,153|,142,11,149|,142,13,149|,142,77,151|,144,64,153|,146,58,149|,146,60,149|,146,62,149|,209,210,153|,209,210,15,149|
,76,4,211|,76,23,213|,76,27,213|,76,143,209|,78,52,213|,80,14,211|,151,152,211|,151,148,14,211|,151,261,258,213|,80,9,7,211|
,112,73|,112,75|,112,7,5,71|,112,8,10,71|,112,8,12,71|,112,21,16,71|,112,139,136,71|,114,108,5,71|,114,108,6,73|,114,108,6,75|
,196,42,143|,198,2,143|,200,22,143|,200,26,143|,200,67,145|,200,213,208|,200,67,68,143|,200,26,69,145|,200,22,69,145|,200,24,16,143|
,210,45|,210,5,43|,210,37,41|,208,142,43|,212,22,43|,212,26,43|,212,39,41|,212,53,56|,212,201,196|,212,39,36,45|
,2,4,99|,2,11,95|,2,13,95|,2,33,97|,93,88,97|,93,88,28,99|,93,90,80,95|,2,33,28,99|,2,13,14,99|,2,11,14,99|
,82,15,223|,121,118,223|,175,172,223|,193,190,223|,193,190,267,264|,175,172,267,264|,175,176,101,221|,175,176,105,221|,175,176,201,225|,121,118,267,264|
,110,203|,110,31,205|,108,29,205|,129,126,205|,249,244,207|,249,246,203|,249,246,31,205|,129,126,30,203|,129,235,232,203|,129,235,236,207|
,244,237|,246,233|,248,110,233|,248,129,235|,246,31,127,235|,246,67,155,237|,246,111,129,235|,246,203,206,237|,244,154,66,233|,244,207,202,233|
