,932,31,977|,932,399,981|,932,5,29,977|,932,169,166,977|,932,279,276,977|,932,295,292,977|,932,803,804,977|,928,194,31,977|,928,194,399,981|,928,194,5,29,977|
,202,311,1079|,202,313,1079|,283,280,1081|,283,280,183,1083|,202,5,37,1081|,202,6,39,1081|,202,6,315,1079|,202,87,84,1081|,202,279,274,1081|,202,369,364,1081|
,1168,749|,1168,751|,1172,150,749|,1172,150,751|,1172,148,25,749|,1172,148,25,751|,1172,148,27,749|,1172,148,27,751|,1172,152,48,749|,1172,152,48,751|
,382,959,960|,384,12,71|,386,86,73|,386,86,5,71|,386,86,55,75|,386,86,377,380|,386,86,497,498|,386,82,607,604|,386,84,36,71|,386,457,454,71|
,280,445|,280,275,447|,280,945,942|,284,191,443|,284,2,37,445|,284,43,44,445|,280,439,436,443|,280,1043,1044,443|,280,1103,1104,447|,282,202,195,443|
,1054,338,11,161|,1056,56,46,161|,1056,56,50,161|,1056,207,204,161|,1056,207,217,214|,1058,146,11,161|,1058,146,477,472,161|,1058,146,659,660,161|,1058,142,28,13,161|,1058,142,28,141,165|
,1080,777|,1082,182,777|,1082,178,35,777|,1082,307,308,773|,1080,89,527,775|,1080,91,527,775|,1078,314,39,777|,1078,314,171,255,773|,1078,310,5,37,777|,1078,310,6,39,777|
,874,143,146,789|,874,239,242,789|,874,335,338,789|,874,899,902,789|,876,154,439,787|,876,156,421,785|,878,448,82,789|,878,957,952,789|,878,957,954,421,785|,878,448,84,439,787|
,274,1043|,276,63,1047|,278,195,1045|,447,442,1045|,447,444,1043|,1105,1102,1043|,1105,1106,432,1045|,447,943,944,1043|,278,5,37,1043|,278,6,39,1043|
,754,25,133,889|,754,25,245,887|,754,27,133,889|,754,27,245,887|,754,193,719,891|,754,973,974,887|,756,371,372,889|,758,87,135,889|,758,195,719,891|,758,295,721,891|
,964,556,156,421|,966,328,89,421|,966,328,91,421|,966,332,89,421|,966,332,91,421|,966,332,91,247,419|,966,332,89,247,419|,966,332,34,93,421|,966,332,34,245,419|,966,332,121,122,423|
,676,25,235|,676,27,235|,676,95,237|,680,449,452|,680,449,843,840|,680,84,34,235|,680,84,38,233|,680,86,6,233|,680,86,97,237|,680,125,126,233|
,123,120,1075|,461,464,1075|,461,462,35,1075|,461,851,854,1075|,123,118,341,1077|,52,2,37,1075|,52,43,44,1075|,52,191,343,1077|,52,285,280,1075|,52,285,707,1073|
,422,625,1141|,422,52,191,1143|,422,54,195,1143|,422,56,131,1139|,418,244,133,1139|,418,248,131,1139|,418,887,888,1139|,420,92,133,1139|,673,674,195,1143|,785,786,436,1143|
,178,33,143,1059|,178,33,335,1055|,178,49,57,1057|,178,107,145,1059|,178,111,145,1059|,178,463,460,1057|,178,897,892,1057|,180,130,57,1057|,182,121,122,1057|,182,465,460,1057|
,280,275,601|,282,202,603|,282,289,599|,282,202,279,601|,282,206,54,603|,280,275,278,603|,280,36,4,603|,280,38,7,603|,280,85,86,603|,280,365,368,603|
,478,25,93|,478,27,93|,478,355,356|,478,531,526|,482,845,846|,482,408,25,93|,482,408,27,93|,482,408,355,356|,482,408,531,526|,478,27,35,89|
,178,209,219|,178,22,161,215|,178,22,205,217|,178,33,211,219|,178,33,611,612|,178,93,847,848|,178,139,165,215|,180,132,209,219|,182,34,209,219|,182,89,847,848|
,334,30,1015|,334,28,4,1015|,334,167,168,1015|,334,277,278,1015|,334,293,294,1015|,334,805,802,1015|,336,142,30,1015|,338,81,76,1015|,338,83,86,1015|,338,911,912,1015|
,650,84,281|,650,709,706|,969,964,558|,969,966,328,281|,969,966,332,281|,650,82,0,285|,650,82,1007,1008|,650,82,1011,1008|,650,86,203,283|,650,949,950,285|
,612,216|,610,30,203|,610,30,55,207|,610,28,4,203|,610,28,13,205|,610,32,22,205|,610,63,60,205|,610,63,291,288|,610,167,168,203|,610,211,219,216|
,976,211,219|,976,611,612|,976,30,203,217|,976,32,209,219|,976,63,213,219|,978,660,161,215|,978,660,205,217|,980,394,209,219|,980,398,203,217|,980,398,31,211,219|
